hhid,wage,grade92,age,agesq,ownchild,occ2012,private,female,lnwage,fem_age,citizen,spouce,atwork
905129210039201,16.92,46,56,3136,0,3060,1,0,2.8284963541780774,0,1,0,1
79312150976197,31.25,45,38,1444,2,3060,1,0,3.4420193761824107,0,0,1,1
79312150976197,80.12791666666666,45,41,1681,2,3060,1,1,4.383624316034376,41,0,1,1
852231065908798,21.428571428571427,45,51,2601,1,3060,1,1,3.0647251450409425,51,1,0,1
952259011905090,38.0,44,54,2916,0,3160,1,1,3.6375861597263857,54,1,0,1
912075904259460,41.45288888888889,43,62,3844,0,3030,1,1,3.724557574903908,62,1,0,1
262965095908297,15.0,42,63,3969,0,3160,1,1,2.70805020110221,63,1,0,1
936959610429200,39.0625,46,52,2704,0,3040,1,0,3.6651629274966204,0,1,1,1
19342160991698,48.07683333333333,45,52,2704,0,3060,1,0,3.8728004256064557,0,1,1,1
850979073425199,9.230599999999999,45,47,2209,2,3060,1,0,2.2225240518191183,0,1,1,1
705904562895837,48.076875,45,37,1369,2,3010,1,1,3.8728012922743646,37,0,1,1
717213680700119,13.221125,46,35,1225,2,3060,1,1,2.5818159291387373,35,1,1,1
717213680700119,17.62816666666667,46,49,2401,2,3060,1,0,2.869498001590518,0,1,1,1
82384015001406,16.825,45,29,841,0,3060,0,1,2.8228658755307916,29,1,0,1
88712190993296,22.125,42,44,1936,1,3220,1,1,3.096708190893993,44,1,0,1
892081031001617,33.15,45,48,2304,3,3060,0,0,3.5010427166318716,0,1,1,1
892081031001617,12.816666666666666,45,47,2209,3,3060,1,1,2.550746407283543,47,1,1,1
642080972319210,20.0,43,23,529,0,3030,1,1,2.995732273553991,23,1,1,1
605104023104381,23.075,45,47,2209,4,3060,1,1,3.138749780388916,47,1,1,1
813032051906998,27.884500000000003,46,24,576,0,3150,1,1,3.328070978893597,24,1,0,1
5004893107561,100.0,43,43,1849,4,3160,1,1,4.605170185988092,43,1,1,1
910924099331609,17.4,41,41,1681,2,3060,1,0,2.856470206220483,0,0,1,1
454316400200831,32.6922,45,51,2601,0,3060,1,1,3.4871365173398075,51,1,1,1
530309914524755,64.10244444444444,46,61,3721,0,3060,1,0,4.1604824980582364,0,0,1,1
130300010201611,33.65375,43,47,2209,2,3220,0,0,3.516124491189194,0,1,1,1
351372619300848,32.0,43,37,1369,2,3150,1,1,3.4657359027997265,37,1,1,1
90944099931779,32.05111111111111,46,24,576,0,3160,1,1,3.4673318508191446,24,1,0,1
130500030465715,43.25,39,59,3481,0,3030,1,1,3.7669972333778885,59,1,0,1
910951066735219,30.639999999999997,40,45,2025,0,3220,0,0,3.4223063448723905,0,1,0,1
30863560993096,13.186714285714286,46,33,1089,0,3060,0,0,2.5792098292311167,0,0,0,1
363680045908795,16.0,44,34,1156,1,3060,1,1,2.772588722239781,34,1,1,1
517391689600868,48.07683333333333,46,31,961,0,3060,1,1,3.8728004256064557,31,1,1,1
801908963397176,38.4615,44,29,841,0,3030,1,1,3.649657740960155,29,1,0,1
975066986359810,15.38457142857143,45,32,1024,0,3060,1,1,2.7333651519395614,32,1,0,1
976889410829309,11.0,40,31,961,2,3160,0,1,2.3978952727983707,31,1,0,1
649910190000913,57.74285714285714,46,46,2116,0,3060,1,1,4.055999655914207,46,1,0,1
35513560993992,42.76315789473684,39,62,3844,0,3220,1,0,3.755676935037452,0,1,1,1
205009013106147,16.987166666666667,45,29,841,1,3060,1,0,2.832458157013465,0,1,1,1
938249750169306,31.153750000000002,42,58,3364,0,3160,1,1,3.4389346232204865,58,1,1,1
26293590993099,12.0,44,37,1369,0,3030,1,1,2.4849066497880004,37,1,0,1
929360677190913,25.0,41,48,2304,0,3220,1,1,3.2188758248682006,48,1,1,1
28343190690995,30.25,46,28,784,0,3160,1,1,3.4094961844768505,28,1,1,1
760996091231169,72.11525,45,54,2916,0,3060,1,0,4.27826553371462,0,1,1,1
999810066300613,57.6922,45,59,3481,0,3060,1,0,4.0551219824004106,0,1,1,1
199860254230954,57.6922,45,55,3025,0,3060,1,0,4.0551219824004106,0,1,1,1
720914098941889,31.25,45,56,3136,0,3060,1,1,3.4420193761824107,56,1,1,1
801903004896631,29.326749999999997,46,27,729,0,3160,1,1,3.3785000688033255,27,1,0,1
801903004896631,29.0,46,28,784,0,3160,1,0,3.367295829986474,0,1,0,1
914805055908396,37.393055555555556,44,38,1444,1,3160,1,1,3.62148500684702,38,1,1,1
992039310389404,11.0,39,24,576,0,3030,1,1,2.3978952727983707,24,1,0,1
324037065908697,20.5,45,63,3969,0,3060,1,0,3.0204248861443626,0,1,1,1
405025607049241,44.37861538461539,45,58,3364,0,3060,1,0,3.7927577179329193,0,1,1,1
659402750200144,32.0,39,57,3249,0,3200,1,1,3.4657359027997265,57,1,1,1
299920028230914,14.4125,45,49,2401,2,3060,0,0,2.6680958855951773,0,1,1,1
110471289400504,25.0,44,38,1444,1,3060,1,0,3.2188758248682006,0,0,1,1
160246078445549,25.0,46,25,625,0,3160,1,1,3.2188758248682006,25,1,0,1
552499349500848,11.057500000000001,39,42,1764,2,3030,0,1,2.403108930760345,42,1,0,1
140500058421717,19.225,45,34,1156,2,3060,1,0,2.9562115153917077,0,1,1,1
705906394892495,29.807499999999997,44,26,676,0,3150,1,1,3.39476003969815,26,1,0,1
977066962459750,56.0,45,58,3364,0,3000,1,1,4.02535169073515,58,1,1,1
140700053470315,6.325,42,42,1764,1,3220,1,1,1.8445100346135839,42,1,0,1
899840486430914,28.632444444444445,44,44,1936,0,3060,1,0,3.3545404959907925,0,1,0,1
901005614104478,57.6922,46,51,2601,2,3060,0,0,4.0551219824004106,0,1,1,1
140800041584514,28.0,43,41,1681,0,3150,1,0,3.332204510175204,0,0,1,1
208250850430406,17.490000000000002,43,33,1089,0,3210,0,1,2.861629289030511,33,1,1,1
493891406045846,43.75,46,64,4096,0,3060,0,0,3.7784916128036232,0,0,1,1
657409860800114,20.432499999999997,43,39,1521,2,3030,1,1,3.0171267704081477,39,1,1,1
958129810109408,57.6922,46,41,1681,2,3060,1,0,4.0551219824004106,0,1,1,1
694995015001207,31.414634146341463,46,48,2304,1,3060,0,0,3.447273839959991,0,1,1,1
920419810419507,31.73075,43,56,3136,2,3160,0,0,3.457286242252409,0,1,1,1
920419810419507,27.884500000000003,44,50,2500,2,3150,0,1,3.328070978893597,50,1,1,1
99880619500915,19.22,45,33,1089,0,3060,1,0,2.9559514035421466,0,1,0,1
150000095685916,72.11525,45,39,1521,3,3060,1,0,4.27826553371462,0,1,1,1
601006855109950,56.73075,42,40,1600,2,3200,1,1,4.03831639176933,40,1,0,1
993040913559080,19.225,46,58,3364,0,3060,1,0,2.9562115153917077,0,1,1,1
320734095351939,48.075,45,49,2401,1,3000,1,0,3.8727622914748436,0,1,1,1
905001615106503,70.35634146341464,45,55,3025,0,3010,0,0,4.253572921124249,0,1,0,1
935023793519430,15.0,45,33,1089,1,3060,1,0,2.70805020110221,0,1,1,1
150300030137615,39.0,46,36,1296,2,3160,1,1,3.6635616461296463,36,1,1,1
553592759500815,57.6922,46,45,2025,0,3060,1,0,4.0551219824004106,0,1,0,1
925419850419507,90.0,45,54,2916,0,3060,0,1,4.499809670330265,54,1,1,1
51395150999594,41.325,46,55,3025,1,3060,1,0,3.721467643707088,0,1,1,1
599120186570955,19.2306,39,29,841,2,3030,1,0,2.9565027603619893,0,1,1,1
699120186570615,41.25,46,27,729,3,3160,1,0,3.71965111278069,0,1,1,1
758036913519320,11.10325,39,48,2304,0,3160,1,1,2.407237858255636,48,1,1,1
92912403065169,26.9,43,37,1369,1,3150,0,1,3.292126286607793,37,1,1,1
121770760470019,10.75,39,34,1156,0,3060,1,0,2.3749057545736716,0,1,0,1
25054199020250,22.0,46,36,1296,2,3060,1,1,3.091042453358316,36,0,1,1
983024614069110,72.11525,45,38,1444,3,3060,0,1,4.27826553371462,38,1,1,1
69902901037539,21.6345,43,46,2116,1,3160,1,1,3.0742892627095375,46,1,1,1
600506928593992,10.0,40,53,2809,0,3030,1,1,2.302585092994046,53,1,1,1
26720660954892,8.0,42,44,1936,0,3220,1,0,2.0794415416798357,0,1,0,1
30086115020920,29.8,46,50,2500,0,3060,1,1,3.3945083935113587,50,1,1,1
44410260908186,24.038249999999998,44,28,784,0,3150,1,1,3.179646311676199,28,1,0,1
402008770105066,34.614999999999995,43,61,3721,0,3160,1,1,3.5442871141299888,61,1,0,1
528099978600914,36.9,46,29,841,0,3060,1,0,3.6082115510464816,0,1,0,1
762092569600943,48.07683333333333,46,52,2704,0,3060,1,1,3.8728004256064557,52,1,0,1
960941056709897,22.5,41,44,1936,2,3220,1,0,3.1135153092103742,0,1,1,1
346769760489000,17.62816666666667,45,26,676,0,3010,0,1,2.869498001590518,26,1,0,1
942086859069850,59.82222222222222,46,47,2209,2,3060,0,1,4.091377200994299,47,1,1,1
402708040999618,38.60575,45,54,2916,0,3060,1,0,3.6534012291073603,0,1,1,1
200809924831992,46.153800000000004,45,38,1444,2,3060,1,1,3.83197929775411,38,1,1,1
869095769800981,48.07683333333333,45,57,3249,0,3060,1,0,3.8728004256064557,0,1,1,1
42860690964694,48.07683333333333,45,35,1225,2,3060,1,0,3.8728004256064557,0,1,1,1
306709830991159,78.0,44,40,1600,2,3150,1,1,4.356708826689592,40,1,1,1
959740882700760,8.65,45,29,841,0,3060,1,0,2.157559320943788,0,1,0,1
969440668240960,72.11525,45,64,4096,0,3060,1,0,4.27826553371462,0,1,1,1
890698420017103,48.07683333333333,46,46,2116,2,3060,1,0,3.8728004256064557,0,0,1,1
168780093250921,16.483428571428572,45,30,900,0,3060,1,1,2.8023555472258956,30,0,1,1
202909211994872,16.5384,46,32,1024,0,3060,1,1,2.805684949728971,32,1,1,1
350825091912879,24.025,45,43,1849,2,3060,1,1,3.1790949548563563,43,1,1,1
350825091912879,48.07683333333333,45,48,2304,2,3060,1,0,3.8728004256064557,0,1,1,1
29081620956094,40.05,46,42,1764,0,3060,1,0,3.6901286735143684,0,1,1,1
37062153120020,31.25,43,41,1681,1,3160,1,1,3.4420193761824107,41,0,0,1
194992107022239,40.0,45,43,1849,2,3040,1,0,3.6888794541139363,0,1,1,1
41003184160630,9.885714285714286,46,27,729,0,3060,1,1,2.2910907135683107,27,1,0,1
42073125120500,26.25,46,26,676,0,3160,1,1,3.2676659890376327,26,1,0,1
114025133120500,16.016666666666666,45,43,1849,3,3060,1,0,2.7736298467481917,0,1,1,1
210509940164394,25.95,45,43,1849,0,3060,1,0,3.2561716096118976,0,1,1,1
502006981201585,28.85,42,43,1849,1,3220,1,0,3.3621099929541085,0,1,1,1
951606076907695,34.0,42,43,1849,0,3160,1,1,3.5263605246161616,43,1,0,1
725103590600279,31.7305,43,25,625,1,3030,1,0,3.4572783634287174,0,1,1,1
710630313970061,13.2,45,33,1089,1,3060,1,1,2.580216829592325,33,1,1,1
31691670950970,23.0768,46,27,729,0,3160,1,1,3.1388277838471086,27,1,0,1
91401006907176,19.57,39,36,1296,0,3030,1,1,2.9739977814079848,36,1,0,1
206906961991469,36.0,44,41,1681,0,3160,1,0,3.58351893845611,0,0,0,1
610907921362299,25.0,44,33,1089,2,3060,1,1,3.2188758248682006,33,1,1,1
370199002016050,64.10244444444444,45,35,1225,0,3060,1,0,4.1604824980582364,0,1,0,1
867295509100963,30.342105263157894,46,47,2209,0,3000,1,0,3.4125363605426733,0,1,0,1
2900792995722,17.62816666666667,46,30,900,1,3060,0,0,2.869498001590518,0,1,1,1
323291749200904,51.923,44,31,961,0,3060,1,1,3.949761851928414,31,1,0,1
210310421680062,17.55,44,36,1296,3,3030,1,1,2.865053949911875,36,1,1,1
15542230697393,20.963636363636365,41,59,3481,0,3030,1,1,3.042789335036588,59,1,0,1
32544046907576,72.11525,46,51,2601,0,3060,0,0,4.27826553371462,0,1,1,1
220509994853891,32.69225,46,34,1156,0,3060,1,0,3.4871380467554407,0,1,0,1
569770113960962,29.370545454545457,44,57,3249,0,3150,1,1,3.3799923168646138,57,1,0,1
620707978685496,82.41742857142857,46,57,3249,0,3010,1,1,4.411796926339143,57,1,0,1
424296919700919,13.736142857142857,46,26,676,0,3060,1,0,2.6200305237407764,0,1,1,1
70252280014806,48.07683333333333,46,47,2209,0,3060,1,0,3.8728004256064557,0,1,1,1
360290819800904,10.8125,46,32,1024,0,3060,0,1,2.3807028722579977,32,1,1,1
360290819800904,36.057625,46,35,1225,0,3060,0,0,3.585118353154675,0,1,1,1
6606912993948,52.40375,45,47,2209,2,3060,0,0,3.9589781536518482,0,1,1,1
420196017626770,80.12805555555556,46,36,1296,5,3010,1,0,4.383626049372447,0,1,1,1
889009520659209,38.4614,46,32,1024,0,3060,1,0,3.649655140954175,0,1,0,1
905009869229310,21.1538,45,35,1225,1,3060,1,0,3.0518195583844725,0,0,1,1
905009869229310,17.832,45,36,1296,1,3060,1,1,2.8809945960835677,36,0,1,1
806603843999370,22.0,45,48,2304,0,3060,1,0,3.091042453358316,0,1,1,1
413468026909895,13.589733333333333,46,37,1369,2,3060,1,1,2.609314605699255,37,1,1,1
427391879100931,20.19225,46,25,625,0,3160,1,1,3.005298867423203,25,1,0,1
980128015136650,32.05122222222222,45,43,1849,6,3060,1,0,3.4673353174982915,0,1,1,1
130132004636650,19.230666666666664,45,32,1024,2,3060,1,0,2.956506227053154,0,1,1,1
726390679400949,24.025,46,61,3721,3,3060,1,0,3.1790949548563563,0,1,1,1
569780093250923,14.0,45,33,1089,0,3060,0,0,2.6390573296152584,0,1,0,1
610850995490063,13.076923076923077,46,28,784,0,3060,1,0,2.570849079588725,0,0,0,1
840162005732340,46.625,44,35,1225,1,3060,1,1,3.8421368779639797,35,1,1,1
876289260669301,13.597474747474749,45,35,1225,0,3060,1,0,2.6098840951685403,0,1,1,1
506849560369300,64.90375,45,56,3136,1,3060,1,0,4.172905403242624,0,1,1,1
399956905007779,27.0,45,43,1849,2,3060,1,1,3.295836866004329,43,1,1,1
399956905007779,44.86666666666667,45,43,1849,2,3060,1,0,3.803695128542518,0,1,1,1
465395799700911,82.41742857142857,39,28,784,0,3010,1,1,4.411796926339143,28,1,0,1
464397769700999,26.14,44,64,4096,0,3060,1,0,3.2634667081960758,0,1,1,1
377952005086879,38.44444444444444,45,36,1296,2,3000,1,0,3.6492141977215047,0,1,1,1
35383280011404,28.845999999999997,44,35,1225,0,3160,1,1,3.3619713351613183,35,1,0,1
960187001532920,48.07683333333333,46,44,1936,5,3060,1,0,3.8728004256064557,0,1,1,1
989790601520963,22.73,43,25,625,0,3060,1,0,3.123685637864452,0,1,0,1
49313290985797,17.5,42,34,1156,2,3160,1,0,2.8622008809294686,0,1,1,1
119220260720304,53.3332,45,33,1089,2,3010,1,1,3.976559026562592,33,1,1,1
395942309005967,29.17241379310345,39,56,3136,0,3040,1,1,3.3732235296197493,56,1,1,1
969220989370963,25.0,44,55,3025,0,3150,0,1,3.2188758248682006,55,1,0,1
992039679369280,31.428571428571427,44,51,2601,1,3150,0,1,3.447717397297048,51,1,1,1
128366929900976,18.0,39,57,3249,0,3220,1,1,2.8903717578961645,57,1,1,1
993079092909764,60.09604166666667,45,63,3969,0,3060,1,0,4.095943976920665,0,1,1,1
77070132420700,31.25,44,38,1444,2,3160,1,1,3.4420193761824107,38,1,1,1
100370720770402,40.0,43,40,1600,2,3160,1,1,3.6888794541139363,40,1,1,1
702902574991752,72.11525,46,34,1156,0,3060,1,1,4.27826553371462,34,1,1,1
78704620967096,32.05083333333334,44,36,1296,2,3150,1,1,3.4673231840686998,36,1,1,1
78704620967096,32.0,44,37,1369,2,3160,1,0,3.4657359027997265,0,1,1,1
240209999301397,24.038249999999998,44,27,729,0,3150,1,1,3.179646311676199,27,1,1,1
499952305010259,40.05555555555556,46,58,3364,0,3060,1,0,3.6902673793887844,0,1,1,1
240209931408090,30.0,43,55,3025,0,3030,1,1,3.4011973816621555,55,1,1,1
21654640789092,33.0528125,43,35,1225,1,3030,1,1,3.498106661012892,35,1,1,1
814419860029400,26.44225,46,27,729,0,3160,1,1,3.274963109698682,27,1,0,1
902908174991655,20.7692,45,32,1024,0,3060,0,0,3.033471120054259,0,1,1,1
654332096001801,11.527777777777779,41,37,1369,3,3220,1,1,2.4447595817745884,37,1,1,1
865579360329407,64.10244444444444,45,39,1521,2,3060,0,0,4.1604824980582364,0,0,1,1
464944036909568,57.6922,46,35,1225,4,3060,1,0,4.0551219824004106,0,1,1,1
90884099946779,33.65,43,29,841,0,3150,1,0,3.5160130560907366,0,1,0,1
684944046004503,17.933333333333334,45,37,1369,4,3060,1,1,2.886661178499629,37,1,1,1
684944046004503,33.65,45,42,1764,4,3060,1,0,3.5160130560907366,0,1,1,1
840882099046559,27.1,42,37,1369,1,3160,1,1,3.299533727885655,37,1,1,1
906904754994348,34.6,41,52,2704,1,3160,0,0,3.543853682063679,0,1,1,1
906904754994348,7.5,43,52,2704,1,3160,0,1,2.0149030205422647,52,1,1,1
28004680953597,36.53825,44,48,2304,1,3140,1,1,3.598359657082661,48,1,1,1
867404120900123,24.038333333333334,42,59,3481,0,3160,1,0,3.179649778367364,0,1,1,1
867404120900123,40.865249999999996,44,58,3364,0,3160,1,1,3.710280068654017,58,1,1,1
15755600110904,57.6922,46,64,4096,0,3060,1,0,4.0551219824004106,0,1,1,1
74895200013803,24.5,45,42,1764,1,3060,1,1,3.1986731175506815,42,1,0,1
74895200013803,24.5,45,41,1681,0,3060,1,1,3.1986731175506815,41,1,0,1
174050105560190,72.11525,46,32,1024,3,3060,1,0,4.27826553371462,0,1,1,1
415306072907794,53.41861111111111,43,47,2209,1,3220,1,1,3.978159207926211,47,1,1,1
65955230015809,33.11944444444444,44,58,3364,0,3160,1,1,3.500120555355976,58,1,0,1
160833096256469,31.03,46,26,676,0,3160,1,1,3.434954478460289,26,1,0,1
961592969300958,48.07683333333333,45,37,1369,1,3060,1,1,3.8728004256064557,37,1,1,1
33074140560410,18.75,46,39,1521,1,3160,1,1,2.9311937524164198,39,1,1,1
270948062952249,23.84,45,32,1024,1,3160,1,1,3.171364842197149,32,1,1,1
745229022909468,36.53825,44,28,784,0,3150,1,1,3.598359657082661,28,1,1,1
250509978695194,45.0,46,39,1521,2,3060,1,1,3.8066624897703196,39,0,1,1
92995650966196,44.0,43,36,1296,2,3160,1,1,3.784189633918261,36,1,1,1
596992003031559,52.5,45,45,2025,2,3160,1,1,3.960813169597578,45,1,1,1
665590919500403,29.5,44,29,841,1,3150,1,1,3.3843902633457743,29,1,1,1
134025191560180,32.0,44,28,784,0,3160,1,1,3.4657359027997265,28,1,0,1
575916002048549,41.20857142857143,45,42,1764,2,3000,1,0,3.7186462791000507,0,1,1,1
594220989370665,26.0,44,34,1156,2,3220,1,1,3.258096538021482,34,1,1,1
52096197560450,20.79,42,26,676,1,3220,1,1,3.0344721018699214,26,1,0,1
52096197560450,20.79,42,28,784,1,3220,1,0,3.0344721018699214,0,1,0,1
828563579600988,14.0,43,28,784,1,3220,1,1,2.6390573296152584,28,1,1,1
480928078907439,44.4875,46,63,3969,0,3060,0,1,3.795208250836311,63,1,0,1
91943305059415,36.05,44,42,1764,2,3150,1,1,3.584906863730958,42,1,1,1
244720270580003,17.0,46,46,2116,0,3010,1,0,2.833213344056216,0,1,1,1
244720270580003,45.0,46,39,1521,0,3010,1,1,3.8066624897703196,39,1,1,1
4037901061461,40.85,46,36,1296,0,3060,1,0,3.709906821306012,0,1,1,1
599660581950630,18.88888888888889,39,57,3249,0,3220,1,1,2.9385738597140425,57,1,1,1
961055971039280,13.625,39,34,1156,2,3220,1,1,2.6119063405493077,34,1,0,1
965459930826002,15.55,46,34,1156,2,3060,1,0,2.744060638625243,0,1,1,1
44760360990397,10.0,44,62,3844,0,3150,0,1,2.302585092994046,62,1,1,1
260177093001600,13.166666666666666,45,39,1521,2,3060,0,1,2.5776883832389665,39,1,1,1
300609997800139,24.725142857142856,43,63,3969,0,3160,1,0,3.2078206553340602,0,1,0,1
407908140871646,57.6922,45,39,1521,1,3060,0,1,4.0551219824004106,39,1,1,1
572090269600381,45.0,44,41,1681,2,3160,1,1,3.8066624897703196,41,1,1,1
57910760998880,24.038249999999998,40,29,841,1,3030,1,1,3.179646311676199,29,1,0,1
73093769600614,25.0,39,56,3136,1,3030,1,0,3.2188758248682006,0,1,1,1
660123093001702,18.67142857142857,45,36,1296,0,3060,1,1,2.926994471574863,36,1,0,1
879090529600169,33.0528125,43,43,1849,1,3030,1,1,3.498106661012892,43,1,1,1
978066545076350,12.0,41,26,676,1,3030,1,1,2.4849066497880004,26,1,0,1
290465096603689,72.11525,45,52,2704,2,3060,0,0,4.27826553371462,0,1,1,1
972046964079070,57.6922,46,39,1521,2,3060,0,1,4.0551219824004106,39,0,1,1
33340780794595,30.0,42,45,2025,0,3220,1,1,3.4011973816621555,45,1,0,1
300800086352214,15.734181818181819,46,57,3249,0,3010,1,1,2.755835531591003,57,1,1,1
751068906079500,72.115,45,56,3136,0,3060,0,1,4.278262067035474,56,1,1,1
980665073001017,48.07683333333333,45,35,1225,0,3060,1,1,3.8728004256064557,35,1,0,1
300807964300680,27.5625,46,26,676,0,3160,1,1,3.316456153207065,26,1,0,1
280759027001607,72.11525,46,46,2116,2,3060,0,0,4.27826553371462,0,1,1,1
47280790970897,44.0,43,52,2704,0,3030,1,1,3.784189633918261,52,1,1,1
769079530699006,46.666666666666664,46,43,1849,2,3000,1,0,3.8430301339411947,0,1,1,1
210460930301101,15.0,45,51,2601,2,3060,1,0,2.70805020110221,0,1,1,1
301950027001204,15.0,39,21,441,0,3160,1,1,2.70805020110221,21,1,0,1
701203017001514,44.6,46,28,784,1,3060,1,1,3.7977338590260183,28,1,0,1
34195759100874,59.523809523809526,45,46,2116,3,3060,1,1,4.086376392572924,46,1,1,1
291010830761105,72.11525,45,32,1024,1,3060,1,0,4.27826553371462,0,1,1,1
711203017908594,52.44745454545455,45,39,1521,2,3060,1,0,3.959811802596086,0,1,1,1
711203017908594,61.96577777777778,45,40,1600,2,3060,1,1,4.126582261326674,40,1,1,1
39101580200137,72.11525,45,37,1369,0,3040,1,0,4.27826553371462,0,1,1,1
98681720976891,14.75,46,31,961,0,3060,1,0,2.691243082785829,0,1,1,1
299780251590971,72.11525,43,36,1296,1,3160,1,0,4.27826553371462,0,0,1,1
303900001691162,32.05116666666667,45,34,1156,2,3060,1,1,3.46733358416022,34,1,1,1
983389430649104,28.84,45,50,2500,0,3060,1,1,3.3617633124167483,50,1,1,1
290930099813079,67.3075,44,54,2916,1,3150,0,1,4.209271671749139,54,1,1,1
310309958770986,38.625,44,26,676,0,3150,1,1,3.6538997352179097,26,1,1,1
710300009947110,115.3844,45,33,1089,0,3010,1,1,4.748269162960356,33,1,0,1
230132008713520,32.05125,43,40,1600,2,3160,1,1,3.4673361841662005,40,1,1,1
507006981101585,19.225,45,57,3249,0,3060,1,1,2.9562115153917077,57,1,0,1
174997203002558,38.05,46,41,1681,3,3060,1,0,3.6389010843076948,0,1,1,1
953056947139060,20.769,46,30,900,0,3000,1,1,3.033461490363998,30,1,1,1
271381037900399,48.07683333333333,45,41,1681,0,3060,1,1,3.8728004256064557,41,1,0,1
933027981178930,32.0,46,29,841,0,3160,1,1,3.4657359027997265,29,1,0,1
157560970450108,42.0,43,42,1764,1,3150,1,1,3.7376696182833684,42,1,1,1
966017934139780,19.0,40,44,1936,2,3220,1,1,2.9444389791664403,44,1,0,1
407009511108728,18.5,46,48,2304,1,3060,1,0,2.917770732084279,0,1,1,1
908539270029106,10.333333333333334,40,37,1369,1,3060,1,1,2.3353749158170367,37,1,0,1
89561390998396,28.0752,43,45,2025,2,3150,1,1,3.334886624374734,45,1,0,1
760998075513039,32.69225,41,46,2116,1,3220,0,0,3.4871380467554407,0,1,1,1
979969130559107,23.763636363636362,46,41,1681,4,3010,1,0,3.168156528391751,0,1,1,1
920703072723439,12.0,40,58,3364,0,3160,1,1,2.4849066497880004,58,1,0,1
138272219000894,40.85,46,29,841,1,3000,1,0,3.709906821306012,0,1,1,1
25932310993993,72.11525,45,37,1369,2,3060,1,0,4.27826553371462,0,1,1,1
921389230899205,11.0,43,24,576,0,3030,1,0,2.3978952727983707,0,1,0,1
68712710694996,21.21,42,45,2025,0,3030,0,1,3.0544727685765913,45,1,0,1
371215170100124,20.769,44,30,900,0,3150,1,1,3.033461490363998,30,1,0,1
70927097223379,14.75,43,56,3136,0,3030,1,1,2.691243082785829,56,1,0,1
320209910529980,23.0768,46,38,1444,0,3060,1,0,3.1388277838471086,0,1,0,1
320209910529980,24.038249999999998,46,33,1089,0,3060,1,0,3.179646311676199,0,0,0,1
822354053001202,12.0,42,35,1225,0,3220,1,1,2.4849066497880004,35,1,0,1
270933071523149,48.07683333333333,45,38,1444,2,3060,1,1,3.8728004256064557,38,1,1,1
720300073562713,44.37861538461539,46,55,3025,1,3060,1,0,3.7927577179329193,0,1,1,1
430298689400870,26.923000000000002,45,35,1225,2,3060,0,0,3.292980939874984,0,0,1,1
85462340948493,36.5384,43,48,2304,2,3160,1,1,3.59836376236116,48,1,1,1
93262740794499,25.0,41,48,2304,1,3150,1,1,3.2188758248682006,48,1,1,1
303908322591394,20.833333333333332,45,27,729,0,3060,1,0,3.036554268074246,0,0,0,1
499780194560732,61.666666666666664,40,47,2209,3,3220,1,1,4.121743536410215,47,1,0,1
603100912109034,17.307666666666666,46,27,729,0,3060,1,0,2.8511495632603046,0,1,1,1
22802340793299,72.11525,45,57,3249,0,3060,1,0,4.27826553371462,0,1,1,1
377212670400149,43.25,46,40,1600,3,3060,1,0,3.7669972333778885,0,0,1,1
953055974239130,72.11525,45,34,1156,2,3060,1,1,4.27826553371462,34,1,1,1
235294449500803,28.845999999999997,44,28,784,0,3150,1,1,3.3619713351613183,28,1,0,1
294943204005538,28.75,45,27,729,0,3040,1,1,3.3586377672433594,27,1,1,1
720500077307217,30.288249999999998,44,33,1089,0,3150,1,1,3.410759848526933,33,1,0,1
720600069744411,19.225,43,40,1600,2,3150,1,1,2.9562115153917077,40,1,0,1
740963095327999,44.23075,43,46,2116,2,3160,1,1,3.7894202485531103,46,1,1,1
976959370949203,35.0,40,60,3600,0,3030,1,1,3.5553480614894135,60,1,1,1
7004732101167,23.333333333333332,43,28,784,0,3220,1,1,3.1498829533812494,28,1,1,1
753077916239030,37.5,46,35,1225,1,3160,1,0,3.624340932976365,0,1,1,1
927379670257204,43.25,45,40,1600,2,3010,1,0,3.7669972333778885,0,1,1,1
737217220700122,28.0,43,46,2116,1,3160,1,1,3.332204510175204,46,1,1,1
970099960239230,23.0,44,39,1521,2,3140,1,1,3.1354942159291497,39,1,1,1
320906973320196,20.19225,44,45,2025,1,3030,1,1,3.005298867423203,45,1,1,1
230933098337159,17.35,45,30,900,0,3060,1,0,2.8535925063928684,0,1,0,1
230933098337159,8.05,44,30,900,0,3060,1,1,2.0856720914304723,30,1,0,1
377364754300992,25.0,44,61,3721,0,3060,1,0,3.2188758248682006,0,1,0,1
377364754300992,42.3076,44,29,841,0,3060,1,1,3.744966738944418,29,1,0,1
399990642340733,72.11525,45,63,3969,2,3060,1,0,4.27826553371462,0,1,1,1
923119370477305,40.91525,43,51,2601,0,3160,1,1,3.7115028541892,51,1,1,1
330394439400831,15.3845,41,61,3721,0,3030,1,1,2.733360509058375,61,1,0,1
943606077906695,17.35,43,34,1156,0,3220,1,0,2.8535925063928684,0,0,1,1
306097909036681,35.25,46,53,2809,0,3060,1,0,3.5624655292582776,0,1,0,1
863453073908192,72.11525,46,56,3136,1,3060,1,0,4.27826553371462,0,1,1,1
971066905379890,16.825,45,59,3481,0,3060,1,1,2.8228658755307916,59,1,0,1
436390479600836,38.45,45,52,2704,2,3060,1,1,3.649358695951653,52,0,1,1
647056975339810,57.6922,45,47,2209,1,3060,1,0,4.0551219824004106,0,1,1,1
